Hirdetéskod,Cím,Leírás,URL,Vételár,Egyéb költségek,Fizetendő magyarországi forgalomba helyezés esetén,Okmányok jellege,Szín,Állapot,Műszaki vizsga érvényes,Helyszín,Évjárat,Kilométeróra állása,Üzemanyag,Hajtás,Hengerűrtartalom,Teljesítmény,Sebességváltó fajtája,Klíma fajtája,Téli gumi méret,Nyári gumi méret,Saját tömeg,Felszereltség,Kivitel
14788154,OPEL ASTRA H 1.4 Cosmo 98.000 KM! KLÍMA!,"98.000 km-t futott KLÍMÁS Opel Astra H eladó. Nagyon szép, megkímélt, kopásmentes belső. Kitűnő műszaki állapot. 2 db gyári kulcs. Újszerű gumikkal. Rendszám alapján is lekérdezhető kilométer futás. Rendszám: KKB-572. ---AUTÓBESZÁMÍTÁS LEHETSÉGES, AZ ÁR AKKOR SEM MAGASABB! AUTÓINKAT AKÁR 1 ÉV MAPFRE GARANCIÁVAL IS KÉRHETI! MUNKANAPOKON AZONNAL ELVIHETŐ, TELEFONOS EGYEZTETÉS SZÜKSÉGES! ÉVJÁRATTÓL FÜGGETLENÜL MINDEN AUTÓNK ELVIHETŐ RÉSZLETRE IS, FORINT ALAPÚ FIX HAVI TÖRLESZTÉSŰ, KEDVEZŐ KAMATOZÁSÚ KONSTRUKCIÓBAN. TELJES KÖRŰ ÜGYINTÉZÉS: BIZTOSÍTÁS KÖTÉS-EREDETISÉG VIZSGÁLAT-OKMÁNYIRODAI ÜGYINTÉZÉS-ÖREG AUTÓ ÁTVÉTEL. NYITVA TARTÁS: H-P 9:00-17:00, SZ: 9:00-13:00. --- VIBEREN IS ELÉRHETŐEK VAGYUNK A 06703600759-ES TELEFONSZÁMON, AKÁR MÉG TÖBB FOTÓ VAGY INFORMÁCIÓ AZ AUTÓKKAL KAPCSOLATBAN --- BARCIKA MOBIL KFT, 2003-TÓL A SZAKMÁBAN.---",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_4_cosmo_98_000_km_klima-14788154,1370000,"","",Érvényes magyar okmányokkal,Szürke (metál),Kitűnő,2021/1,,2007,98000,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",205/55 R 16,1 155 kg,"multifunkciós kormánykerék, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, szervokormány, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, CD-s autórádió",Ferdehátú
14793339,OPEL ASTRA H 1.6 GTC Enjoy,"Család bővülés miatt eladó a fenti képeken látható Opel Astra GTC. Az autó hölgy tulajdonostól származik rendszeresen karbantartott, 152.000 Km-nél volt rajta komplett vezérlés cserélve. Az autóhoz megegyezés szerint jár egy 80% téligumi garnitúra alufelnin. Főbb extrái: 6db légzsák-klíma-ABS-ESP-központi​zár-elektromos ablak-tempomat-Isofix-CD autórádió MP3",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_6_gtc_enjoy-14793339,1379000,"","",Érvényes magyar okmányokkal,Fekete (metál),Normál,2021/7,,2006,163450,Benzin,Első kerék,1 598 cm³,105,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 170 kg,"ülésmagasság állítás, multifunkciós kormánykerék, velúr kárpit, függönylégzsák, ISOFIX rendszer, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, ABS (blokkolásgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, szervokormány, tempomat, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, CD-s autórádió, MP3 lejátszás, 6 hangszóró",Ferdehátú
14691690,OPEL ASTRA H Caravan 1.9 CDTI Enjoy Magyarországi.1.Tulajdonos.Végig vez. szervizkönyv!,"MAGYARORSZÁGON ÚJONNAN VÁSÁROLT(OPEL SCORPIO AUTÓHÁZ - 2008.11.26), LEINFORMÁLHATÓ, VALÓS KILOMÉTERFUTÁSÚ, VÉGIG VEZETETT SZERVIZKÖNYVVEL, ÖSSZES DOKUMENTÁCIÓVAL ÉS 2 DARAB GYÁRI KULCSAIVAL RENDELKEZŐ GÉPKOCSI, ELSŐ TULAJDONOSTÓL ELADÓ! KEDVEZŐ HITELRE AKÁR 0-FORINT KEZDŐBEFIZETÉSSEL IS MEGVÁSÁROLHATÓ! AUTÓBESZÁMÍTÁS LEHETSÉGES! AZ IDŐKÖZBENI ÉRTÉKESÍTÉS ÉS AZ ADATOK VÁLTOZTATÁSÁNAK JOGÁT FENNTARTJUK! Tekintse meg további használtautó kínálatunkat a Járművek ugyanitt menüpont alatt!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_9_cdti_enjoy_magyarorszagi_1_tulajdonos_vegig_vez_szervizkonyv-14691690,1379000,"","",Érvényes magyar okmányokkal,"",Normál,2021/3,,2008,294070,Dízel,Első kerék,1 910 cm³,120,Manuális (6 fokozatú) sebességváltó,Digitális klíma,"","",1 280 kg,"dönthető utasülések, ülésmagasság állítás, középső kartámasz, multifunkciós kormánykerék, deréktámasz, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, ABS (blokkolásgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, szervokormány, tempomat, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, színezett üveg, vonóhorog, CD-s autórádió, MP3 lejátszás",Kombi
14654642,OPEL ASTRA H Caravan 1.7 CDTI Enjoy,Szélmalom csárdánál a dohánybolt mellett METRO AUTO,https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_7_cdti_enjoy-14654642,1379000,"","",Érvényes magyar okmányokkal,Sötétszürke (metál),Kitűnő,2021/7,,2009,178000,Dízel,Első kerék,1 686 cm³,110,Manuális (6 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 280 kg,"állítható hátsó ülések, dönthető utasülések, ülésmagasság állítás, középső kartámasz, multifunkciós kormánykerék, deréktámasz, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, pótkerék, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, ABS (blokkolásgátló), ASR (kipörgésgátló), ESP (menetstabilizátor), EBD/EBV (elektronikus fékerő-elosztó), EDS (elektronikus differenciálzár), indításgátló (immobiliser), centrálzár, szervokormány, részecskeszűrő, sebességfüggő szervókormány, CD-s autórádió",Kombi
14037057,OPEL ASTRA H 1.7 CDTI Enjoy,"Kihasználatlanság miatt eladóvá vált frissen műszakiztatott és szervizelt autónk, vezérléscsere, olajcsere.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_7_cdti_enjoy-14037057,1379000,"","",Érvényes magyar okmányokkal,Szürke,Megkímélt,2021/2,,2007,213520,Dízel,Első kerék,1 686 cm³,101,Manuális (5 fokozatú) sebességváltó,Digitális klíma,"",205/55 R 16,1 230 kg,"ülésmagasság állítás, hűthető kesztyűtartó, multifunkciós kormánykerék, függönylégzsák, hátsó oldal légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, pótkerék, fűthető szélvédő, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, színezett üveg, ABS (blokkolásgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, szervokormány, tempomat, CD-s autórádió, MP3 lejátszás, 2 DIN, 7 hangszóró, HIFI",Kombi
14755174,OPEL ASTRA H TT 1.9 CDTI Cosmo,"",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_tt_1_9_cdti_cosmo-14755174,1380000,"","",Érvényes magyar okmányokkal,"",Megkímélt,2021,,2007,238000,Dízel,Első kerék,1 910 cm³,150,Manuális (6 fokozatú) sebességváltó,Automata klíma,"",205/55 R 16,1 440 kg,"ülésmagasság állítás, középső kartámasz, multifunkciós kormánykerék, bőr-szövet huzat, ISOFIX rendszer, kikapcsolható légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, fedélzeti komputer, ABS (blokkolásgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, szervokormány, ködlámpa, elektromos ablak elöl, elektromos ablak hátul, elektromos tükör, könnyűfém felni, CD-s autórádió",Cabrio
14431084,OPEL ASTRA H 1.9 CDTI Optima (Automata),"A gépkocsi nagyon szép állapotban van! Frissen szervizelve, fékek, olajak, szíjak, vízpumpa! Költségmentes! A gépkocsi megtekintéséhez időpont egyeztetés szükséges!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_9_cdti_optima_automata-14431084,1380000,"","",Érvényes magyar okmányokkal,Szürke,Kitűnő,2020/8,,2008,280000,Dízel,Első kerék,1 910 cm³,120,Automata (6 fokozatú tiptronic) sebességváltó,Manuális klíma,"",195/65 R 15,1 365 kg,"multifunkciós kormánykerék, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, ABS (blokkolásgátló), ASR (kipörgésgátló), centrálzár, szervokormány, tempomat, ködlámpa, elektromos ablak elöl, elektromos ablak hátul, elektromos tükör, könnyűfém felni, színezett üveg, CD-s autórádió, 6 hangszóró",Ferdehátú
13228464,OPEL ASTRA H 1.7 CDTI Elegance Tempomat-Pdc!!!,"GYÖNYÖRŰ ÁLLAPOT, FRISSEN SZERVIZELVE! AUTÓBESZÁMÍTÁS LEHETSÉGES-KÉREM TELEFONON EGYEZTESSEN IDŐPONTOT! A GÉPJÁRMŰVEINKRE EREDET, JOGI, MŰSZAKI ÁLLAPOT-ÉS KM GARANCIÁT VÁLLALUNK! A HIRDETÉSBEN MEGJELENŐ ÖSSZES ADAT-FÉNYKÉP MEGFELEL A VALÓSÁGNAK. MINDEN GÉPJÁRMŰVÜNKHÖZ 2ÉV FRISS MŰSZAKI VIZSGÁT ADUNK! A HITELÜGYINTÉZÉSÜNK TELJESEN JUTALÉK MENTES!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_7_cdti_elegance_tempomat-pdc-13228464,1387000,"","",Érvényes magyar okmányokkal,Ezüst (metál),Kitűnő,2020/8,,2005,165005,Dízel,Első kerék,1 686 cm³,101,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",205/55 R 16,1 290 kg,"dönthető utasülések, ülésmagasság állítás, középső kartámasz, multifunkciós kormánykerék, deréktámasz, függönylégzsák, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, tolatóradar, ABS (blokkolásgátló), ASR (kipörgésgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, riasztó, szervokormány, tempomat, pótkerék, elektromos ablak elöl, elektromos tükör, könnyűfém felni, színezett üveg, CD-s autórádió",Ferdehátú
14842762,OPEL ASTRA H 1.4 Cosmo Szép Állapot!,"Rendszeresen karbantartott, szép megkímélt állapot! Elérhetőségünk: Pécs Vásártér / Sz-Autókereskedés (Balra az utolsó) Telefon: 0630/2049242 vagy 0630/9412625 Gépjármű felvásárlás készpénzért! A gépjárművek megtekintéséhez előzetes telefonos egyeztetés ajánlott.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_4_cosmo_szep_allapot-14842762,1389000,"","",Érvényes magyar okmányokkal,"",Megkímélt,2021/4,,2009,165000,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"","",1 230 kg,"dönthető utasülések, ülésmagasság állítás, ISOFIX rendszer, kikapcsolható légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, pótkerék, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, színezett üveg, ABS (blokkolásgátló), ESP (menetstabilizátor), centrálzár, riasztó, szervokormány, rádiós magnó, CD-s autórádió",Ferdehátú
14551973,OPEL ASTRA H 1.6 Elegance 85.900.KM-SZERVIZKÖNYVES!,"VALÓS-85.000.KM-VÉGIG-EGÉSZEN 82.000.KM-ig MÁRKASZERVIZBEN VEZETETT SZERVIZKÖNYV-ÖSSZES EREDETI LEÍRÁS-2 DB GYÁRI KULCS-1.6-os MOTOR-105 LÓERŐ! TEMPOMAT-FÉNYSZÓRÓMOSÓ-MŰKÖDŐ KLÍMA-8 LÉGZSÁK-ABS-MENETSTABILIZÁTOR-​ÉS SZÁMOS EGYÉB KÉNYELMI ÉS BIZTONSÁGI EXTRA! Az autóról készült fotók, a valós állapotnak megfelelnek. Kívül-belül megkímélt állapotban lévő, megbízható 1.6-os benzines Opel Astra H eladó rendezett érvényes okmányokkal, gazdag felszereltséggel, friss, -2 év műszaki vizsgával. Utastere, ahogyan a képeken is látható kulturált állapotban van, az összes műanyag elem és kárpit szakadás és karc mentes, valamint a kormánykerék sincsen abszolút elkopva. Műszakilag, szerkezetileg szintén rendben van, szerelővel, hozzáértővel nyugodtan átvizsgáltatható, márkaszervizben, vagy akármilyen független autószerelő műhelyben átnézethető. A gumik újszerű állapotúak. Menetdinamikáját tekintve NEM összekeverendő a lényegesen gyengébb, 1.4-os motorral szerelt Astrákkal! A felsorolt összes extra, beleértve természetesen a klímát is, kifogástalanul működik benne. Ebben az évjáratban, 1.6-os motorral, ezekkel a paraméterekkel, ENNYI VALÓS és leinformálható KM-rel, VÉGIG VEZETETT SZERVIZKÖNYVVEL, ritkaságnak számít a piacon ebben az árkategóriában. Az autó futásteljesítménye VALÓS, amit végig vezetett szervizkönyvvel igazolni is tudunk, -erre garanciát is vállalunk, tehát kérem ezt ne is kérdőjelezzék még. A gépjármű eredetiségéért szintén felelősséget vállalunk! Nagyítható HD képek, a képek menüpont mellett, illetve a dokumentumok fül alatt érhetőek el. AUTÓBESZÁMÍTÁS IGÉNY ESETÉN MEGOLDHATÓ, A GÉPJÁRMŰ MEGTEKINTÉSE ELŐTT, -AZ ÖNÖK ÉRDEKÉBEN, -KÉREM EGYEZTESSÜNK IDŐPONTOT MERT NEM TARTÓZKODUNK MINDIG A TELEPHELYEN, telefonon bármikor elérhető vagyok, előzetes egyeztetést követően akár munkaidőn kívül is, vagy hétvégén is megtekinthető Gödöllőn. ALVÁZSZÁM: WOLOAHL4872023167-ez alapján nyugodtan leinformálható az autó!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_6_elegance_85_900_km-szervizkonyves-14551973,1389000,"","",Érvényes magyar okmányokkal,"",Megkímélt,2021/7,,2006,85900,Benzin,Első kerék,1 598 cm³,105,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 190 kg,"ülésmagasság állítás, függönylégzsák, hátsó oldal légzsák, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, ABS (blokkolásgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, szervokormány, tempomat, fényszóró magasságállítás, fényszórómosó, elektromos ablak elöl, elektromos tükör, fűthető tükör, színezett üveg, CD-s autórádió, AUX csatlakozó, 4 hangszóró",Ferdehátú
14827044,OPEL ASTRA H 1.4 GTC Enjoy,"",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_4_gtc_enjoy-14827044,1390000,"","",Érvényes magyar okmányokkal,Sötétszürke,Kitűnő,2021/4,,2008,233453,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Digitális kétzónás klíma,"",195/65 R 15,1 210 kg,"dönthető utasülések, ülésmagasság állítás, multifunkciós kormánykerék, kikapcsolható légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, pótkerék, ködlámpa, fényszóró magasságállítás, fényszórómosó, elektromos ablak elöl, elektromos tükör, könnyűfém felni, ABS (blokkolásgátló), ASR (kipörgésgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, riasztó, szervokormány, rádió, CD-s autórádió, 2 DIN, 6 hangszóró",Ferdehátú
14823890,OPEL ASTRA H 1.7 CDTI Cosmo XENON-BŐR-NAVI-TEMPOMAT-PDC-KITŰNŐ ÁLLAPOT!,"Garantált kilométerfutású, végig vezetett szervizkönyves, sérülésmentes, a létező összes Opel extrával felszerelt, megbízható japán Isuzu dízelmotorral szerelt, kitűnő állapotú autó. Az utolsó szervize 2019.07.22-én volt 171.117 kilométernél. A vezérlés csere 2018.08.21-én volt 152.889 kilométernél. Semmilyen nagyobb ráköltést nem igényel. Szériafelszereltsége a digitális klíma, tempomat, teljes fűthető bőrbelső, xenon lámpák, színes nagy navigáció, 8 légzsák, elektromos ablakok, elektromos fűthető-behajtható külső tükrök, fényre sötétedő belsőtükör, eső és fényszenzor, bőrborítású multikormány, 17 colos könnyűfémfelnik, könyöklő, ABS, ESP, ASR, elektromos sport futómű, sport belső, tolatóradar, CD-s rádió, stb. Alkalmi vétel, megfizethető áron. Köszönöm, hogy megtisztelt figyelmével.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_7_cdti_cosmo_xenon-bor-navi-tempomat-pdc-kituno_allapot-14823890,1390000,"","",Érvényes magyar okmányokkal,Fekete (metál),Sérülésmentes,2021/9,,2008,171380,Dízel,Első kerék,1 686 cm³,110,Manuális (6 fokozatú) sebességváltó,Digitális klíma,"",215/50 R 17,1 230 kg,"állítható hátsó ülések, bőr belső, dönthető utasülések, full extra, fűthető ülés, ülésmagasság állítás, középső kartámasz, automatikusan sötétedő belső tükör, hűthető kesztyűtartó, multifunkciós kormánykerék, deréktámasz, függönylégzsák, hátsó oldal légzsák, ISOFIX rendszer, kikapcsolható légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, sportülések, tolatóradar, ABS (blokkolásgátló), ASR (kipörgésgátló), ESP (menetstabilizátor), ADS (adaptív lengéscsillapító), APS (parkolóradar), guminyomás-ellenőrző rendszer, indításgátló (immobiliser), centrálzár, szervokormány, tempomat, részecskeszűrő, sebességfüggő szervókormány, sportfutómű, elektromosan behajtható külső tükrök, fűthető ablakmosó fúvókák, ködlámpa, xenon fényszóró, kanyarkövető fényszóró, bi-xenon fényszóró, esőszenzor, defekttűrő abroncsok, fényszórómosó, elektromos ablak elöl, elektromos ablak hátul, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, CD-s autórádió, GPS (navigáció), 8 hangszóró",Ferdehátú
14822860,OPEL ASTRA H Caravan 1.6 Essentia SZ.KÖNYV! KLÍMA!,"FRSZ: PNR-665! SZERVIZKÖNYV! GYÁRI KULCSOK! SZÉP MEGKÍMÉLT ÁLLAPOTÚ AUTÓ! RENDEZETT MAGYAR OKMÁNYOKKAL! AZONNAL ELVIHETŐ! AUTÓINK MEGHIRDETETT ÁRA AKÁR 12 HÓNAP EXKLUZÍV GARANCIÁT TARTALMAZ MOTORRA, VÁLTÓRA, FŐDARABOKRA! Ez a garancia kötési lehetőség maximum 15 éves korig és maximum 250.000km-t futott autókra lehetséges! Az XL Autókereskedés csapatának célja: segíteni a már meglévő és lenndő ügyfeleinket gépjármű-ügyekben felmerülő választások megkönnyítésében vásárlási igénytől függetlenül. Folyamatosan bővülő autóparkunkat túlnyomó részben magyarországi magánszemélyektől beszerzett autók, kisebb részben pedig németországi kihelyezett kollégánk közvetlenül a tulajdonosoktól vásárolt autói alkotják. Cégünk kizárólag használt autók értékesítésére specializálódótt, ennek tudatában kérjük a vásárlást megelőzően a helyszínen győzödjön meg az adott gépjármű esztétikai és műszaki állapotáról, extralistájáról, felszereléseiről és azok megfelelő működéséről. Kollégáink készségesen állnak rendelkezésükre telephelyünkön hétfőtől-szombatig. Autóink megtekintése előtt javasoljuk a telefonos vagy e-mailes egyeztetést! Régi autóját kedvező áron beszámítjuk, illetve felvásároljuk, mielőtt eladná, kérjen ajánlatot! Autóvásárlás esetén teljeskörű ügyintézést biztosítunk, amely tartalmazza az eredetvizsgát, biztosításkötést illetve Okmányirodai ügyintézést! Teljeskörű hitel ügyintézést biztosítunk 2004. évjárattól! Előbírálat lehetséges, ebben az esetben nem kell több alkalommal elutaznia! FELTÜNTETETT ÁRAINK AZ ÁTÍRÁSI KÖLTSÉGET NEM TARTALMAZZÁK! Autóink a Vevő kérésére és költségére bármelyik egri szervízben átvizsgáltathatóak, illetve az Ügyfélkapu Jármű Szolgáltatási Platformján lekérdezett határozattal rendelkeznek, ami a dokumentumok fül alatt megtekinthető! Természetesen a külföldi beszerzésű autóink is teljeskörűen leinformálhatóak a hirdetéseinkben feltüntetett alvázszámok alapján, bármely világszintű adatbázisban! A fenti tájékoztatás nem minősül a Polgári Törvénykönyv 2013. évi V. törvény szerinti ajánlatnak, így nem fűződik hozzá ajánlati kötöttség sem! TOVÁBBI AUTÓINKAT MEGTEKINTHETIK A JÁRMŰVEK UGYANITT MENÜPONT ALATT! Amennyiben hirdetésünk felkeltette érdeklődését, kérem hívjon bizalommal!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_6_essentia_sz_konyv_klima-14822860,1390000,"","",Érvényes magyar okmányokkal,Fekete (metál),Megkímélt,2019/12,,2005,180544,Benzin,Első kerék,1 598 cm³,105,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 280 kg,"dönthető utasülések, ülésmagasság állítás, velúr kárpit, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, pótkerék, fényszóró magasságállítás, elektromos ablak elöl, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, riasztó, szervokormány, CD-s autórádió, 4 hangszóró",Kombi
14813830,OPEL ASTRA H Caravan 1.6 Essentia XENON-TEMP.-MULTIKORM.-SÉRÜLÉSM,"// SÉRÜLÉS MENTES GYÁRI FÉNYEZÉS // MEGBÍZHATÓ 1.6 BENZIN MOTORRAL, GRAFIT METÁL KÜLSŐ - SZÜRKE SZÖVET BELSŐ, KIVÁLÓ MŰSZAKI ÉS ESZTÉTIKAI ÁLLAPOTBAN, + RENGETEG EXTRA: digit klíma, multikormány, tempomat, fedélzeti komputer, esőszenzor, gyári cd, mp3 lejátszás, el. ablak - el. tükör, ABS, ESP, SRS, ISOFIX, ködlámpa, kanyarkövető Xenon fényszórók, 16'-os alufelnik, összes gyári kulcs(2db) + dokumentáció! Autóink megvásárolhatóak 1 éves (Mapfre) műszaki garanciával. CSERE - AUTÓBESZÁMÍTÁS ÉS KEDVEZŐ FORINT ALAPÚ LÍZING A HELYSZÍNEN MEGOLDHATÓ! Nyitva tartás: H-P: 09:00 - 18:00, SZ: 09:00 - 15:00.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_6_essentia_xenon-temp_-multikorm_-serulesm-14813830,1390000,"","",Érvényes magyar okmányokkal,Sötétszürke (metál),Kitűnő,2021/8,,2008,153933,Benzin,Első kerék,1 598 cm³,116,Manuális (5 fokozatú) sebességváltó,Digitális klíma,"",195/65 R 16,1 280 kg,"dönthető utasülések, ülésmagasság állítás, multifunkciós kormánykerék, deréktámasz, függönylégzsák, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, pótkerék, ködlámpa, xenon fényszóró, kanyarkövető fényszóró, esőszenzor, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, könnyűfém felni, színezett üveg, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, szervokormány, tempomat, rádió, CD-s autórádió, 6 hangszóró, HIFI",Kombi
14806042,OPEL ASTRA H 1.4 Enjoy Magyar.Klima.Vez.Sz.könyv!,"Magyar O vásárolt, vezetett szervizkönyv valós km, kitűnő műszaki és esztétikai állapot, nem dohányzó igényes belsőtér! Gyönyörű szín, egyedi megjelenés az autón minden működőképes rendszeresen szervizelve! Teljes dokumentáció+2db gyári kulcs! Ügyintézés helyben történik, kezelési költség nélkül! Szép az autó, érdemes megnézni költségmentes vétel!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_4_enjoy_magyar_klima_vez_sz_konyv-14806042,1390000,"","",Érvényes magyar okmányokkal,Világoskék (metál),Kitűnő,2020/6,,2008,176310,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Automata klíma,"",195/65 R 15,1 230 kg,"állítható hátsó ülések, dönthető utasülések, ülésmagasság állítás, középső kartámasz, hűthető kesztyűtartó, multifunkciós kormánykerék, deréktámasz, csomag rögzítő, ISOFIX rendszer, kikapcsolható légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, pótkerék, fűthető szélvédő, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, színezett üveg, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, szervokormány, CD-s autórádió, 6 hangszóró, HIFI",Ferdehátú
14779545,OPEL ASTRA H Caravan 1.9 CDTI 111 Years VONÓHOROG DIGITKLÍMA TEMPOMAT MULTIKORMÁNY ÜLÉSFŰTÉS,SZAKSZERVIZ ÁLTAL VÉGIG VEZETETT SZERVIZKÖNYV--LEINFORMÁLHATÓ GARANTÁLT KM FUTÁS--ÖSSZES GYÁRI KULCS ÉS DOKUMENTÁCIÓ--LEVEHETŐ GYÁRI VONÓHOROG--KITŰNŐ MŰSZAKI ÉS ESZTÉTIKAI ÁLLAPOT--SPORT BŐR MULTIKORMÁNY--FŰTHETŐ ÜLÉSEK DERÉKTÁMASSZAL--AUTOMATA LÁMPÁK--GYÁRI HIFI--TEMPOMAT--TELJES NAGY SZERVIZ 154eKM-NÉL 2017-BEN ELVÉGEZVE--GYÁRI 111 YEARS KIADÁS!,https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_9_cdti_111_years_vonohorog_digitklima_tempomat_multikormany_ulesfutes-14779545,1390000,"","",Érvényes magyar okmányokkal,Fekete (metál),Kitűnő,2019/10,,2010,202116,Dízel,Első kerék,1 910 cm³,101,Manuális (6 fokozatú) sebességváltó,Digitális klíma,"",205/55 R 16,1 280 kg,"dönthető utasülések, fűthető ülés, ülésmagasság állítás, középső kartámasz, automatikusan sötétedő belső tükör, hűthető kesztyűtartó, multifunkciós kormánykerék, deréktámasz, függönylégzsák, hátsó oldal légzsák, ISOFIX rendszer, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, ABS (blokkolásgátló), ASR (kipörgésgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, szervokormány, tempomat, ködlámpa, esőszenzor, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, vonóhorog, rádió, CD-s autórádió, AUX csatlakozó, MP3 lejátszás, HIFI",Kombi
